,0
0,0.004638443891095226
1,0.004638358346464146
2,0.00463836786335643
3,0.0046383639628442734
4,0.004638474231048154
5,0.00463846958952535
6,0.004638254012879568
7,0.004637615922847152
8,0.004636406015131484
9,0.004634163533661864
10,0.004631598679607727
11,0.004628318863636945
12,0.004625441848395883
13,0.0046218995631356246
14,0.0046183819839127616
15,0.004615367778490565
16,0.004613228436697134
17,0.004610214608588706
18,0.00460700368948286
19,0.004604959216896619
20,0.004604779912256628
21,0.004604043054688411
22,0.004604556599112846
23,0.004606372083934796
24,0.004608141979414683
25,0.004610897227605324
26,0.004614078978920152
27,0.004617609523189599
28,0.004621353089412303
29,0.004624305605129574
30,0.004627578344587949
31,0.004630530685130899
32,0.004633061406392938
33,0.004635061941083353
34,0.004636702159663572
35,0.004637840275677935
36,0.0046384033702691705
37,0.004638479424254908
38,0.004638053075705794
39,0.0046370750264146
40,0.004635586870303099
41,0.004633434506109977
42,0.004630706492728567
43,0.0046274183179078445
44,0.004623732391372542
45,0.004619528638627778
46,0.004614875958585697
47,0.00460970420178245
48,0.004603959658841387
49,0.00459767741972581
50,0.004590907275331623
51,0.004583892521252517
52,0.004576214902650078
53,0.004568219789556027
54,0.004559745603256994
55,0.004551059442819307
56,0.004541630638583354
57,0.004532193807228252
58,0.004522330134222768
59,0.004512008829016678
60,0.004501313763414644
61,0.004489847499112447
62,0.004478305722830993
63,0.0044663270016652434
64,0.004454313057101631
65,0.0044417379961580504
66,0.00442883547802169
67,0.004415498985171583
68,0.004402136330727735
69,0.0043883873173224805
70,0.004374287962920002
71,0.004359636118644194
72,0.004344540581926736
73,0.004329414983814583
74,0.0043141927623446584
75,0.0042983186225769065
76,0.004282307432336462
77,0.004266351052658775
78,0.004249405067680105
79,0.004232137705826718
80,0.004214404304796225
81,0.004196977447623121
82,0.004178498312256151
83,0.004159887023702743
84,0.004141562445576285
85,0.004122770198945341
86,0.0041032891118973425
87,0.00408369085490821
88,0.004063546147806301
89,0.0040428423526244085
90,0.004022241172103337
91,0.004001416806383872
92,0.0039804284641677705
93,0.00395875225486878
94,0.003937082876668652
95,0.0039145876926358755
96,0.003891487096565318
97,0.003868571133491969
98,0.0038451676531347815
99,0.003822472955340871
100,0.003798659113665895
101,0.0037744077828006603
102,0.003749776954340027
103,0.0037243607050813756
104,0.0036986110010368946
105,0.0036727293002179946
106,0.003646788356687499
107,0.0036207939189509767
108,0.003595034668219506
109,0.00356880936776411
110,0.003542253381383834
111,0.0035144831396276876
112,0.0034866487855891725
113,0.0034587549044984085
114,0.00343065439269102
115,0.003404106259617054
116,0.0033761498331016846
117,0.003349010178468025
118,0.0033194826935668293
119,0.0032921206386784876
120,0.003262325246620624
121,0.0032338485913427405
122,0.003204270516279784
123,0.0031756355384895195
124,0.0031449595559244225
125,0.0031155692922641893
126,0.003085797567373543
127,0.003055032498507925
128,0.0030255119240656667
129,0.002995252690159148
130,0.0029660098077386623
131,0.0029358445550189028
132,0.0029047330196772035
133,0.0028754758272588224
134,0.0028445390071285513
135,0.0028129911229857647
136,0.0027814720789322163
137,0.002750456226768802
138,0.002717860902741357
139,0.002687106725427773
140,0.0026565936931997707
141,0.0026267190784731247
142,0.0025966108742318415
143,0.002569045949116001
144,0.002535766993996158
145,0.0025030970950174593
146,0.002474927773140543
147,0.0024412934867913353
148,0.002409520493332594
149,0.0023789231768085784
150,0.0023499503153917856
151,0.0023203009767907494
152,0.002292204809180476
153,0.0022638609543668056
154,0.0022366732754042105
155,0.0022056268427253643
156,0.002178575703060869
157,0.0021501584068924174
158,0.0021214601251707196
159,0.0020951802147069812
160,0.0020677287135962936
161,0.002044229738206905
162,0.0020171501428057296
163,0.001990240656835652
164,0.001962797055614942
165,0.001936571477072796
166,0.0019136050579784598
167,0.001885225893630639
168,0.0018531104371463407
169,0.0018271404520639836
170,0.0017985031808396095
171,0.0017707125015436875
172,0.0017441549214673765
173,0.0017159642986725695
174,0.0016884980061464493
175,0.001658575216749498
176,0.0016292142442262771
177,0.0016011989678790125
178,0.0015702353042821365
179,0.001538216788545922
180,0.0015064374283615786
181,0.0014789257122798853
182,0.0014476483160448706
183,0.0014212465511142167
184,0.0013945940397894524
185,0.0013651682165921042
186,0.001337512916536557
187,0.0013188751058337389
188,0.001295062270309717
189,0.001278434094465186
190,0.0012603144267938102
191,0.001248817744921874
192,0.0012371736871601346
193,0.001226545955446489
194,0.0012141125829452065
195,0.0012083619220276363
196,0.001205190039338373
197,0.0012097866311681564
198,0.0012053427051546698
199,0.001216081019122064
200,0.0012409776098504497
201,0.0012667413478313003
202,0.0013213138108722046
203,0.0013795669562730688
204,0.0014534384275818584
205,0.0015392336319005819
206,0.0016263057055765544
207,0.0017165756245490964
208,0.0017975949871535898
209,0.001873977688156918
210,0.0019400301029188092
211,0.002007513453211626
212,0.002086966927940419
213,0.0021807769942513437
214,0.002267133438782334
215,0.0023589036922476653
216,0.0024542175539554057
217,0.0025614086652061435
218,0.0026569154995629675
219,0.0027759929166243542
220,0.0028878207745285022
221,0.002985271721228697
222,0.0030796900956717886
223,0.003164977670015186
224,0.0032331398515767253
225,0.003296411942161511
226,0.0033449664752167345
227,0.0033917453390632634
228,0.0034443371792795842
229,0.0034933137364716463
230,0.003547540972121295
231,0.0036009270221580413
232,0.0036707728403467094
233,0.003731146083160394
234,0.0038097480351220784
235,0.003887060139991584
236,0.003965980352925204
237,0.004040369488360875
238,0.004124949084794377
239,0.004207068618768316
240,0.0042877631175132595
241,0.004363851736689654
242,0.004434048292660241
243,0.004497373284697429
244,0.004548081600037766
245,0.00458598315513618
246,0.004611911626046345
247,0.004629654666521316
248,0.0046376861354902495
249,0.0046376661210568776
250,0.004632788938336705
251,0.004628579010857875
252,0.004626239506859845
253,0.004628262164153237
254,0.004634214766146204
255,"['Threashold value = ', 197]"
